"levelSim","level","slopeMeanCurve","slopeMeanCurveOrig","meanSlopeCurves","sObs","shannon","simpson"
"500","Guainía","0.46574032839695","0.561016403112312","0.490520327928701","583","-6.08659394526855","0.00308876232651571"
"500","Nariño","0.00708523931917159","0.0122649163486761","0.00968009260117774","2818","-4.07966557826556","0.0486753038840027"
"500","Caquetá","0.107482976571729","0.179615882174754","0.141994318364806","3998","-7.56070329467001","0.000888271739916219"
"500","Guaviare","0.220155554702447","0.328329999433473","0.2684373243715","2066","-7.25599131939674","0.000998688837573846"
"500","Putumayo","0.319658306568089","0.424670097297672","0.358909694080042","1856","-7.15118489079424","0.00118664005069805"
"500","Vaupés","0.269860911188689","0.372667896756929","0.309043974318912","1776","-7.05242916806679","0.0013883743336883"
"500","Amazonas","0.100429246938763","0.169087712389129","0.133547838182008","3914","-7.42161522572779","0.00156820378745884"
"1000","San Andrés y Providencia","0.0421467324422108","0.0930950006645185","0.0713826569085849","53","-3.21769330689878","0.0615530802037774"
"1000","La Guajira","0.0177637793679023","0.0406989591378944","0.0310941581783944","761","-5.41177116668269","0.00707719384241915"
"1000","Magdalena","0.0483890468954432","0.0872804582965427","0.0720465529781818","1519","-5.61611870403119","0.0122584810629697"
"1000","Atlántico","0.0561156344353172","0.116718669736282","0.0868737065678329","382","-5.34263472411453","0.00654022021078144"
"1000","Bolívar","0.184121915936203","0.261778975040206","0.216646280112849","694","-5.43557877789829","0.0220619170796114"
"1000","Cesar","0.169471326854978","0.262647962832282","0.216447363046585","542","-5.67331379258475","0.00883127696529042"
"1000","Córdoba","0.0286915110605129","0.0562264170624461","0.0423784376248467","821","-5.56156319452327","0.00569944644131796"
"1000","Sucre","0.102237004024706","0.157946591636335","0.130765269364569","430","-4.47881650131887","0.0526440714564526"
"1000","Chocó","0.157185189997295","0.257147040082467","0.216571556389307","2374","-7.32538588658368","0.00101866365485548"
"1000","Antioquia","0.0347872271998438","0.0742156483517014","0.0617138839942945","8105","-7.69929024620069","0.00135068115184497"
"1000","Norte de Santander","0.167219529993352","0.261288731490204","0.219159341581294","1038","-6.33871726172084","0.0038871594039412"
"1000","Santander","0.133767502663207","0.22069132505351","0.188092548319088","3085","-7.30443694263481","0.00191754821561459"
"1000","Boyacá","0.0827230266001421","0.153315815060627","0.122559671562911","2587","-7.12405483368593","0.00161821290847406"
"1000","Arauca","0.0915740493539804","0.152394269226203","0.117253492086449","628","-5.66752675598885","0.00499555570733786"
"1000","Casanare","0.133468297524748","0.202541002766216","0.162115485290481","1378","-6.27984648685206","0.00498555724143865"
"1000","Vichada","0.149265040082231","0.235213645154707","0.189012070262757","1428","-6.61539483403183","0.00252372610337459"
"1000","Risaralda","0.105981112446885","0.181251920282123","0.147119962700823","1848","-6.72085320277359","0.00285711252703215"
"1000","Caldas","0.0460238616900386","0.0860975853349197","0.0667715159223707","1837","-6.33632658423973","0.00347491001383713"
"1000","Tolima","0.136569802764311","0.22903319276973","0.190028595380868","2007","-7.01579471196061","0.00189984692264145"
"1000","Cundinamarca","0.0578595181834412","0.121714799702935","0.102643661884764","3924","-7.5698445885095","0.000938046689479922"
"1000","Valle del Cauca","0.0545668013164809","0.102428184492374","0.0840832893447177","3801","-7.01304460044076","0.00240934690914148"
"1000","Quindío","0.042474506013301","0.0884828963790004","0.0742643764324735","1316","-6.05869109610608","0.00724576234136685"
"1000","Meta","0.0833385508195171","0.15026422600054","0.119317946964487","3344","-7.25048952237757","0.00173649332192457"
"1000","Cauca","0.123523210214063","0.201190939657969","0.162825055255561","2104","-6.88944052092321","0.00213907994053636"
"1000","Huila","0.141399677458571","0.229748431314429","0.187812963410142","1403","-6.6706291058024","0.0021177122467107"
"1000","Guainía","0.466001665551724","0.560777381477958","0.490643057105378","583","-6.08659394526855","0.00308876232651571"
"1000","Nariño","0.00685538451413974","0.0119402096688024","0.00968439325241726","2818","-4.07966557826556","0.0486753038840027"
"1000","Caquetá","0.107450486303045","0.179567897114298","0.141871828026071","3998","-7.56070329467001","0.000888271739916219"
"1000","Guaviare","0.220057307227592","0.328318497192822","0.268317009357987","2066","-7.25599131939674","0.000998688837573846"
